TRDTYPE,USASTATE,DEPE,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,DF,CONTCODE,YEAR,VALUE,SHIPWT,FREIGHT_CHARGES
1,AK,3126,8,,XO,1220,1,X,2022,1377731,0,203
1,AK,31XX,1,,XB,1220,1,X,2022,5594,454,610
1,AK,31XX,1,,XC,1220,1,X,2022,592821537,251502964,852814
1,AK,31XX,1,XX,,2010,1,0,2022,920468,20964000,0
1,AK,31XX,1,XX,,2010,1,1,2022,1628977,311195,0
1,AK,31XX,3,,XC,1220,1,X,2022,1437073,3124,95074
1,AK,31XX,3,,XC,1220,2,X,2022,138137,55,1367
1,AK,31XX,3,,XQ,1220,2,X,2022,3987,2,86
1,AK,31XX,3,,XY,1220,1,X,2022,1181137,3071,3789
1,AK,31XX,3,,XY,1220,2,X,2022,87880,870,6
1,AK,31XX,3,XX,,2010,2,0,2022,36027,38,0
1,AK,3302,5,,XC,1220,1,X,2022,513294,0,8218
1,AK,3310,5,,XA,1220,1,X,2022,7266683,0,68551
1,AK,3310,5,,XA,1220,2,X,2022,15317,0,551
1,AK,3310,5,,XC,1220,1,X,2022,3118,0,48
1,AK,3310,5,,XY,1220,2,X,2022,30073,0,589
1,AK,33XX,3,,XA,1220,2,X,2022,2641,19,51
1,AK,3401,5,,XA,1220,1,X,2022,16637,0,1107
1,AK,3401,5,,XM,1220,1,X,2022,1277909,0,28065
1,AK,3401,5,,XM,1220,2,X,2022,3007,0,1
1,AK,3401,5,,XO,1220,1,X,2022,3226,0,198
1,AK,3403,5,,XS,1220,1,X,2022,309976,0,6068
1,AK,3403,5,,XS,1220,2,X,2022,22318,0,437
1,AK,34XX,3,,XA,1220,2,X,2022,15529,20,349
1,AK,34XX,3,,XM,1220,1,X,2022,37319,2173,941
1,AK,34XX,3,,XO,1220,1,X,2022,38677,50,1151
1,AK,3501,3,,XA,1220,1,X,2022,13013,112,330
1,AK,3501,3,,XM,1220,1,X,2022,47983,814,1192
1,AK,35XX,3,,XA,1220,1,X,2022,20878,160,2051
1,AK,35XX,3,,XA,1220,2,X,2022,7188,42,496
1,AK,3801,5,,XA,1220,1,X,2022,26549,0,520
1,AK,3801,5,,XO,1220,1,X,2022,1275690,0,43058
1,AK,3801,5,,XO,1220,2,X,2022,149587,0,1480
1,AK,3802,5,,XC,1220,1,X,2022,232416,0,4557
1,AK,3802,5,,XO,1220,1,X,2022,870645,0,12888
1,AK,3802,5,,XO,1220,2,X,2022,107145,0,1018
1,AK,3802,5,,XY,1220,2,X,2022,15224,0,330
1,AK,38XX,3,,XQ,1220,2,X,2022,5025,7,55
1,AK,4101,3,,XA,1220,1,X,2022,8713,16,186
1,AK,4101,3,,XC,1220,1,X,2022,13340,180,258
1,AK,4101,3,,XO,1220,1,X,2022,6030313,593,30254
1,AK,4101,3,,XO,1220,2,X,2022,137152,123,879
1,AK,4101,3,,XQ,1220,1,X,2022,87012,363,1476
1,AK,4101,3,,XQ,1220,2,X,2022,75713,345,172
1,AK,4102,3,,XO,1220,1,X,2022,444889,263,4716
1,AK,4102,5,,XC,1220,1,X,2022,5596,0,182
1,AK,4102,5,,XY,1220,2,X,2022,895728,0,8868
1,AK,41XX,3,XX,,2010,1,0,2022,12243,19,0
1,AK,4504,3,,XB,1220,1,X,2022,46424,17010,1582
1,AK,5203,1,XX,,2010,1,1,2022,5547,253,0
1,AK,70XX,5,,XC,1220,1,X,2022,129004,0,4532
1,AK,70XX,8,,XA,1220,1,X,2022,13784,0,353
1,AK,70XX,8,,XC,1220,1,X,2022,40364,0,2415
1,AK,70XX,8,,XC,1220,2,X,2022,1745,0,24
1,AK,70XX,8,,XM,1220,1,X,2022,273,0,5
1,AK,70XX,8,,XO,1220,1,X,2022,1692,0,65
1,AK,70XX,8,,XO,1220,2,X,2022,629,0,12
1,AK,70XX,8,,XQ,1220,1,X,2022,5261,0,312
1,AK,70XX,8,,XQ,1220,2,X,2022,2876,0,49
1,AK,70XX,8,,XY,1220,1,X,2022,4415,0,263
1,AL,0104,5,,XB,1220,1,X,2022,40554,0,3371
1,AL,0104,5,,XO,1220,1,X,2022,5672,0,165
1,AL,0104,5,,XQ,1220,1,X,2022,182300,0,3574
1,AL,0106,5,,XB,1220,1,X,2022,5874338,0,186569
1,AL,0106,5,,XB,1220,2,X,2022,737702,0,23258
1,AL,0106,5,,XQ,1220,1,X,2022,61808,0,0
1,AL,0115,5,,XB,1220,1,X,2022,6112684,0,236117
1,AL,0115,5,,XB,1220,2,X,2022,653788,0,24264
1,AL,0115,5,,XO,1220,1,X,2022,8237,0,898
1,AL,0115,5,,XQ,1220,2,X,2022,2539,0,0
1,AL,0118,5,,XO,1220,1,X,2022,4467,0,87
1,AL,0118,5,,XO,1220,2,X,2022,2998,0,55
1,AL,01XX,5,PU,,2010,2,1,2022,534925,0,0
1,AL,0206,5,,XQ,1220,1,X,2022,108130,0,1070
1,AL,0209,5,,XO,1220,1,X,2022,77560,0,766
1,AL,0209,5,,XQ,1220,1,X,2022,438439,0,5240
1,AL,0209,5,,XQ,1220,2,X,2022,12612,0,200
1,AL,0211,5,,XQ,1220,1,X,2022,179688,0,2378
1,AL,0212,5,,XB,1220,1,X,2022,11265,0,91
1,AL,0212,5,,XQ,1220,1,X,2022,301885,0,11133
1,AL,0212,5,,XQ,1220,2,X,2022,311027,0,2961
1,AL,04XX,3,XX,,2010,1,0,2022,3500,30,0
1,AL,0701,5,,XA,1220,2,X,2022,3442,0,67
1,AL,0701,5,,XO,1220,1,X,2022,2318920,0,42794
1,AL,0701,5,,XO,1220,2,X,2022,77036,0,1509
1,AL,0704,5,,XO,1220,1,X,2022,399021,0,3937
1,AL,0704,5,,XO,1220,2,X,2022,3610,0,70
1,AL,0708,5,,XO,1220,1,X,2022,78538545,0,1256474
1,AL,0708,5,,XO,1220,2,X,2022,5301386,0,110291
1,AL,0708,5,,XQ,1220,1,X,2022,2799954,0,86076
1,AL,0708,5,,XQ,1220,2,X,2022,191517,0,3291
1,AL,0708,8,,XO,1220,1,X,2022,67274,0,1318
1,AL,0712,5,,XA,1220,1,X,2022,237787,0,13501
1,AL,0712,5,,XA,1220,2,X,2022,20710,0,375
1,AL,0712,5,,XB,1220,1,X,2022,8168,0,241
1,AL,0712,5,,XC,1220,1,X,2022,46507,0,1038
1,AL,0712,5,,XM,1220,1,X,2022,301155,0,19065
1,AL,0712,5,,XO,1220,1,X,2022,2432653,0,84619
1,AL,0712,5,,XO,1220,2,X,2022,126019,0,5471
1,AL,0712,5,,XQ,1220,1,X,2022,37154057,0,774692
1,AL,0712,5,,XQ,1220,2,X,2022,9919658,0,168603
1,AL,0712,5,,XS,1220,2,X,2022,244645,0,347
1,AL,0712,6,,XC,1220,1,X,2022,17860,0,2259
1,AL,0712,6,,XO,1220,1,X,2022,5872258,0,129910
1,AL,0712,6,,XQ,1220,1,X,2022,1269658,0,50268
1,AL,0712,8,,XQ,1220,1,X,2022,72914,0,791
1,AL,0714,5,,XM,1220,2,X,2022,3663,0,0
1,AL,07XX,1,,XS,1220,1,X,2022,34526,16280,74
1,AL,07XX,3,,XA,1220,1,X,2022,6099,126,131
1,AL,07XX,3,,XM,1220,2,X,2022,9372,12,134
1,AL,07XX,3,,XO,1220,1,X,2022,196445,384,789
1,AL,07XX,3,,XO,1220,2,X,2022,9569,17,295
1,AL,07XX,3,,XQ,1220,1,X,2022,471888,5445,10380
1,AL,07XX,3,,XQ,1220,2,X,2022,1062757,86216,11234
1,AL,0901,5,,XB,1220,1,X,2022,38210,0,748
1,AL,0901,5,,XC,1220,1,X,2022,148611,0,3382
1,AL,0901,5,,XM,1220,1,X,2022,536251,0,14823
1,AL,0901,5,,XM,1220,2,X,2022,20328,0,902
1,AL,0901,5,,XO,1220,1,X,2022,409501665,0,4977691
1,AL,0901,5,,XO,1220,2,X,2022,21966536,0,389017
1,AL,0901,5,,XQ,1220,1,X,2022,545382,0,10368
1,AL,0901,5,,XQ,1220,2,X,2022,14745,0,241
1,AL,0901,5,,XS,1220,1,X,2022,54753,0,541
1,AL,0901,5,,XS,1220,2,X,2022,20779,0,843
1,AL,0901,6,,XA,1220,1,X,2022,150624,0,7065
1,AL,0901,6,,XA,1220,2,X,2022,10533,0,46
1,AL,0901,6,,XM,1220,1,X,2022,70627,0,1384
1,AL,0901,6,,XO,1220,1,X,2022,8119875,0,162760
1,AL,0901,6,,XO,1220,2,X,2022,262896,0,3885
1,AL,0901,6,,XQ,1220,1,X,2022,5117313,0,59667
1,AL,0901,6,,XS,1220,1,X,2022,239538,0,7053
1,AL,0901,8,,XO,1220,1,X,2022,213261,0,0
1,AL,09XX,3,,XO,1220,1,X,2022,706896,32279,14477
1,AL,09XX,3,,XO,1220,2,X,2022,168412,887,1073
1,AL,09XX,3,,XQ,1220,1,X,2022,659150,5664,9399
1,AL,09XX,3,,XQ,1220,2,X,2022,24453,278,490
1,AL,1012,3,,XQ,1220,1,X,2022,2721,181,231
1,AL,13XX,1,XX,,2010,1,0,2022,2013217,118167,0
1,AL,15XX,3,XX,,2010,1,0,2022,4757,25,0
1,AL,16XX,3,XX,,2010,1,0,2022,72538,9240,0
1,AL,1704,3,,XA,1220,2,X,2022,6252,136,122
1,AL,1704,3,,XO,1220,1,X,2022,189356,355,2223
1,AL,1704,3,,XQ,1220,1,X,2022,46344,709,369
1,AL,17XX,1,XX,,2010,1,0,2022,274483251,15407928,0
1,AL,17XX,3,XX,,2010,1,0,2022,106478,395,0
1,AL,17XX,3,XX,,2010,2,0,2022,71729,568,0
1,AL,18XX,1,XX,,2010,1,0,2022,4531752,11153861,0
1,AL,18XX,1,XX,,2010,1,1,2022,1821638,1159850,0
1,AL,18XX,1,XX,,2010,2,1,2022,20056,345,0
1,AL,19XX,1,,XO,1220,1,X,2022,9966421,12085186,78099
1,AL,19XX,1,XX,,2010,1,0,2022,340370006,395166455,0
1,AL,19XX,1,XX,,2010,1,1,2022,75382468,134695965,0
1,AL,19XX,1,XX,,2010,2,0,2022,25460893,25490357,0
1,AL,19XX,1,XX,,2010,2,1,2022,5066535,8504000,0
1,AL,19XX,3,,XA,1220,1,X,2022,5421,115,105
1,AL,19XX,3,,XC,1220,1,X,2022,23496,63,831
1,AL,19XX,3,,XO,1220,1,X,2022,163279,858,92
1,AL,19XX,3,,XQ,1220,1,X,2022,143211,3956,41
1,AL,19XX,3,XX,,2010,1,0,2022,207616,1951,0
1,AL,19XX,8,,XO,1220,1,X,2022,534031,0,0
1,AL,19XX,8,,XQ,1220,1,X,2022,1437830,0,18409
1,AL,2006,3,,XA,1220,1,X,2022,4874,22,158
1,AL,2006,3,,XA,1220,2,X,2022,575980,1725,3128
1,AL,2006,3,,XO,1220,1,X,2022,24831,14,483
1,AL,2006,3,,XQ,1220,1,X,2022,12124,88,237
1,AL,2006,3,,XQ,1220,2,X,2022,6106,1,134
1,AL,20XX,3,,XA,1220,1,X,2022,6163531,79350,51753
1,AL,20XX,3,,XA,1220,2,X,2022,378085,1350,6497
1,AL,20XX,3,,XC,1220,1,X,2022,1296004,20221,17301
1,AL,20XX,3,,XC,1220,2,X,2022,147850,727,2463
1,AL,20XX,3,,XM,1220,1,X,2022,443855,24797,5797
1,AL,20XX,3,,XM,1220,2,X,2022,45685,146,934
1,AL,20XX,3,,XO,1220,1,X,2022,16856517,74476,105773
1,AL,20XX,3,,XO,1220,2,X,2022,2646067,5589,22407
1,AL,20XX,3,,XQ,1220,1,X,2022,31144847,105014,207185
1,AL,20XX,3,,XQ,1220,2,X,2022,5701016,21482,30061
1,AL,20XX,3,XX,,2010,1,0,2022,12398825,101047,0
1,AL,20XX,3,XX,,2010,1,1,2022,587928,11076,0
1,AL,20XX,3,XX,,2010,2,0,2022,2454143,24606,0
1,AL,20XX,8,,XA,1220,1,X,2022,42225,0,74
1,AL,20XX,8,,XC,1220,1,X,2022,17365,0,340
1,AL,20XX,8,,XO,1220,1,X,2022,3609632,0,606
1,AL,20XX,8,,XQ,1220,1,X,2022,24991,0,78
1,AL,20XX,8,NL,,2010,1,X,2022,20140,0,0
1,AL,2301,5,CO,,2010,1,0,2022,1384607,0,0
1,AL,2301,5,DF,,2010,1,0,2022,56957,0,0
1,AL,2301,5,GT,,2010,1,0,2022,60912,0,0
1,AL,2301,5,HG,,2010,1,0,2022,8400,0,0
1,AL,2301,5,JA,,2010,1,0,2022,4491022,0,0
1,AL,2301,5,MO,,2010,1,0,2022,9815,0,0
1,AL,2301,5,MO,,2010,2,0,2022,4615,0,0
1,AL,2301,5,MX,,2010,1,0,2022,313403,0,0
1,AL,2301,5,MX,,2010,2,0,2022,2704,0,0
1,AL,2301,5,NL,,2010,1,0,2022,2981545,0,0
1,AL,2301,5,OT,,2010,1,0,2022,193825,0,0
1,AL,2301,5,OT,,2010,2,0,2022,6171,0,0
1,AL,2301,5,PU,,2010,1,0,2022,10070,0,0
1,AL,2301,5,TM,,2010,1,0,2022,118622,0,0
1,AL,2301,5,VE,,2010,1,0,2022,186286,0,0
1,AL,2301,5,ZA,,2010,1,0,2022,1576990,0,0
1,AL,2301,5,ZA,,2010,2,0,2022,366173,0,0
1,AL,2301,6,NL,,2010,1,0,2022,416776,0,0
1,AL,2301,8,MX,,2010,1,X,2022,5800,0,0
1,AL,2301,8,TM,,2010,1,X,2022,581784,0,0
1,AL,2302,5,HG,,2010,1,0,2022,50087,0,0
1,AL,2302,8,TM,,2010,1,X,2022,5668,0,0
1,AL,2303,5,CO,,2010,1,0,2022,12835997,0,0
1,AL,2303,5,CO,,2010,2,0,2022,293640,0,0
1,AL,2303,5,DF,,2010,1,0,2022,20902,0,0
1,AL,2303,5,DG,,2010,1,0,2022,5279558,0,0
1,AL,2303,5,HG,,2010,1,0,2022,15996833,0,0
1,AL,2303,5,MX,,2010,1,0,2022,8105902,0,0
1,AL,2303,5,MX,,2010,2,0,2022,61046,0,0
1,AL,2303,5,OT,,2010,1,0,2022,28374,0,0
1,AL,2303,5,SL,,2010,1,0,2022,21345,0,0
1,AL,2303,5,SO,,2010,1,0,2022,10010,0,0
1,AL,2303,5,TM,,2010,1,0,2022,66208,0,0
1,AL,2303,6,CO,,2010,1,0,2022,73555206,0,0
1,AL,2303,6,JA,,2010,1,0,2022,141011,0,0
1,AL,2303,6,MX,,2010,1,0,2022,27501380,0,0
1,AL,2303,6,NL,,2010,1,0,2022,3353550,0,0
1,AL,2303,6,NL,,2010,1,1,2022,3935,0,0
1,AL,2303,6,QT,,2010,1,0,2022,45055,0,0
1,AL,2303,8,TM,,2010,1,X,2022,10159,0,0
1,AL,2304,3,XX,,2010,1,0,2022,635575,3736,0
1,AL,2304,5,AG,,2010,1,0,2022,35800867,0,0
1,AL,2304,5,AG,,2010,1,1,2022,69438,0,0
1,AL,2304,5,AG,,2010,2,0,2022,1401408,0,0
1,AL,2304,5,BC,,2010,1,0,2022,83122,0,0
1,AL,2304,5,BC,,2010,2,0,2022,16221,0,0
1,AL,2304,5,CH,,2010,1,0,2022,2675065,0,0
1,AL,2304,5,CH,,2010,2,0,2022,375343,0,0
1,AL,2304,5,CL,,2010,1,0,2022,7750,0,0
1,AL,2304,5,CM,,2010,1,0,2022,4626563,0,0
1,AL,2304,5,CM,,2010,2,0,2022,336616,0,0
1,AL,2304,5,CO,,2010,1,0,2022,40991779,0,0
1,AL,2304,5,CO,,2010,1,1,2022,5148343,0,0
1,AL,2304,5,CO,,2010,2,0,2022,941619,0,0
1,AL,2304,5,DF,,2010,1,0,2022,13336064,0,0
1,AL,2304,5,DF,,2010,2,0,2022,2344478,0,0
1,AL,2304,5,DG,,2010,1,0,2022,268808,0,0
1,AL,2304,5,DG,,2010,2,0,2022,24767,0,0
1,AL,2304,5,GR,,2010,1,0,2022,24730,0,0
1,AL,2304,5,GT,,2010,1,0,2022,65799732,0,0
1,AL,2304,5,GT,,2010,1,1,2022,163346,0,0
1,AL,2304,5,GT,,2010,2,0,2022,3526650,0,0
1,AL,2304,5,GT,,2010,2,1,2022,33986,0,0
1,AL,2304,5,HG,,2010,1,0,2022,98056774,0,0
1,AL,2304,5,HG,,2010,2,0,2022,856751,0,0
1,AL,2304,5,JA,,2010,1,0,2022,9952283,0,0
1,AL,2304,5,JA,,2010,1,1,2022,469040,0,0
1,AL,2304,5,JA,,2010,2,0,2022,168048,0,0
1,AL,2304,5,MI,,2010,1,0,2022,1574909,0,0
1,AL,2304,5,MI,,2010,1,1,2022,35800,0,0
1,AL,2304,5,MI,,2010,2,0,2022,99776,0,0
1,AL,2304,5,MO,,2010,1,0,2022,1069935,0,0
1,AL,2304,5,MO,,2010,1,1,2022,60696,0,0
1,AL,2304,5,MX,,2010,1,0,2022,119968259,0,0
1,AL,2304,5,MX,,2010,1,1,2022,473375,0,0
1,AL,2304,5,MX,,2010,2,0,2022,4967416,0,0
1,AL,2304,5,MX,,2010,2,1,2022,344278,0,0
1,AL,2304,5,NL,,2010,1,0,2022,567850439,0,0
1,AL,2304,5,NL,,2010,1,1,2022,7194655,0,0
1,AL,2304,5,NL,,2010,2,0,2022,11321292,0,0
1,AL,2304,5,NL,,2010,2,1,2022,125533,0,0
1,AL,2304,5,OT,,2010,1,0,2022,20998497,0,0
1,AL,2304,5,OT,,2010,2,0,2022,943323,0,0
1,AL,2304,5,PU,,2010,1,0,2022,7979527,0,0
1,AL,2304,5,PU,,2010,1,1,2022,11082216,0,0
1,AL,2304,5,PU,,2010,2,0,2022,3730163,0,0
1,AL,2304,5,QT,,2010,1,0,2022,24232889,0,0
1,AL,2304,5,QT,,2010,1,1,2022,16485050,0,0
1,AL,2304,5,QT,,2010,2,0,2022,1464557,0,0
1,AL,2304,5,QT,,2010,2,1,2022,19300,0,0
1,AL,2304,5,SI,,2010,1,0,2022,287396,0,0
